"label","name","super_class","is_extendable","sys_updated_on"
"Agent Assist Recommendation","agent_assist_recommendation","Application File","false","2020-09-13 07:00:40"
"MID Server File","agent_file","","false","2020-09-13 06:45:26"
"Asset","alm_asset","","true","2020-09-13 06:38:40"
"Asset CI Field Mapping","alm_asset_ci_field_mapping","Application File","false","2020-09-13 06:38:38"
"Asset CI Install Status Mapping","alm_asset_ci_state_mapping","Application File","false","2020-09-13 06:38:41"
"Asset Creation Queue","alm_asset_creation_queue","","false","2020-09-13 06:38:42"
"Consumable","alm_consumable","Asset","false","2020-09-13 06:38:41"
"Custom Template Task","alm_custom_template_task","Template Task","false","2020-09-13 06:38:41"
"License Entitlement","alm_entitlement","","true","2015-07-30 13:55:49"
"Device Entitlement","alm_entitlement_asset","License Entitlement","false","2015-07-30 13:59:23"
"User Entitlement","alm_entitlement_user","License Entitlement","false","2015-07-30 13:58:44"
"Facility","alm_facility","Asset","false","2020-09-13 06:38:40"
"Fixed Assets","alm_fixed_assets","","false","2020-09-13 06:38:35"
"Hardware","alm_hardware","Asset","false","2020-09-13 06:38:42"
"Asset CI Hardware State Mapping","alm_hardware_state_mapping","Application File","false","2020-09-13 06:38:38"
"Software License","alm_license","Asset","false","2020-09-13 06:38:41"
"Stockroom Model","alm_m2m_stockroom_model","","false","2020-09-13 06:38:40"
"Stockroom","alm_stockroom","","false","2020-09-13 06:38:42"
"Stockroom Type","alm_stockroom_type","","false","2020-09-13 06:38:39"
"Stock Rule","alm_stock_rule","","false","2020-09-13 06:38:38"
"Template Subtask","alm_template_subtask","","false","2020-09-13 06:38:39"
"Template Task","alm_template_task","","true","2020-09-13 06:38:36"
"Transfer Order","alm_transfer_order","","false","2020-09-13 06:38:39"
"Transfer Order Line","alm_transfer_order_line","","false","2020-09-13 06:38:37"
"Transfer Order Line Subtask","alm_transfer_order_line_subtask","Task","false","2020-09-13 06:38:37"
"Transfer Order Line Task","alm_transfer_order_line_task","Task","false","2020-09-13 06:38:41"
"Default Stockroom","alm_user_stockroom","","false","2020-09-13 06:38:40"
"Announcement","announcement","Application File","false","2020-09-13 06:49:43"
"Announcement Consumer Type","announcement_consumer_type","Application File","false","2020-09-13 06:49:42"
"Announcement Style","announcement_style","Application File","false","2020-09-13 06:49:43"
"Antivirus Activity","antivirus_activity","","false","2020-09-13 06:53:44"
"API Key Credentials","api_key_credentials","Credentials","false","2020-09-13 06:46:03"
"Application Diagnostic","application_diagnostic","","false","2020-09-13 06:43:29"
"Untrusted And Trusted Domain","appsec_domain_listing","","false","2020-09-13 06:57:02"
"Domain Monitoring","appsec_domain_result_set","","false","2020-09-13 06:57:01"
"Hardening Configuration","appsec_hardening_configurations","","false","2020-09-13 06:57:02"
"Hardening Guide Categories","appsec_hardening_guide_categories","","false","2020-09-13 06:57:01"
"ISC Banner Configuration","appsec_isc_banner_configuration","","false","2020-09-13 06:57:01"
"ISC Event Configuration","appsec_isc_event_configuration","","false","2020-09-13 06:57:03"
"Security Dashboard Event Logs","appsec_security_dashboard_event_logs","","false","2020-09-13 06:57:02"
"AppSec Security Notifications","appsec_security_notifications","","false","2020-09-13 06:57:03"
"AppSec Security Notification List","appsec_security_notification_list","","false","2020-09-13 06:57:02"
"AppSec Security Notification Type","appsec_security_notification_type","","false","2020-09-13 06:57:02"
"Appsec Security Update","appsec_security_update","","false","2020-09-13 06:57:03"
"Archive On-Call Escalation","ar_on_call_escalation","","false","2020-09-13 07:13:52"
"Archive On-Call Escalation Notification","ar_on_call_escalation_comm","","false","2020-09-13 07:13:53"
"Archive On-Call Escalation Contact Attempt","ar_on_call_escalation_con_attempt","","false","2020-09-13 07:13:53"
"Archive On-Call Escalation Level","ar_on_call_escalation_level","","false","2020-09-13 07:13:52"
"Archive Email","ar_sys_email","","false","2020-09-13 07:13:51"
"Archive Push Notification","ar_sys_push_notification","","false","2020-09-13 07:13:50"
"Assessable Record","asmt_assessable_record","","false","2015-04-13 14:36:48"
"Assessment Group","asmt_assessment","","false","2020-09-13 06:39:07"
"Assessment Instance","asmt_assessment_instance","","false","2020-09-13 06:39:07"
"Assessment Instance Question","asmt_assessment_instance_question","","false","2016-07-01 19:16:40"
"Assessment Stat","asmt_assessment_stat","","false","2020-09-13 06:39:07"
"Bubble Chart","asmt_bubble_chart","Application File","false","2020-09-13 06:39:06"
"Assessment Category Result","asmt_category_result","","false","2020-09-13 06:39:05"
"Trigger Condition","asmt_condition","Application File","false","2020-09-13 06:39:08"
"Decision Matrix","asmt_decision_matrix","Application File","false","2020-09-13 06:39:09"
"Category Assessable Records","asmt_m2m_category_assessment","","false","2020-09-13 06:39:08"
"Assessment Category User","asmt_m2m_category_user","","false","2020-09-13 06:39:03"
"Survey Recipients Lists","asmt_m2m_recipientslist_survey","","false","2020-09-13 06:39:32"
"Assessment Stakeholders","asmt_m2m_stakeholder","","false","2020-09-13 06:39:04"
"Assessment X Category Matrix","asmt_m2m_xcategory_matrix","Application File","false","2020-09-13 06:39:03"
"Assessment Y Category Matrix","asmt_m2m_ycategory_matrix","Application File","false","2020-09-13 06:39:06"
"Assessment Metric","asmt_metric","Application File","false","2020-09-13 06:39:03"
"Metric Category","asmt_metric_category","Application File","false","2020-09-13 06:39:06"
"Assessment Metric Definition","asmt_metric_definition","Application File","false","2020-09-13 06:39:03"
"Metric Result","asmt_metric_result","","false","2020-09-13 06:39:05"
"Assessment Metric Type","asmt_metric_type","Application File","true","2020-09-13 06:39:06"
"Assessment Metric Type Group","asmt_metric_type_group","","false","2020-09-13 06:39:04"
"Assessment NPS Definition","asmt_nps_definition","Assessment Template Definition","false","2020-09-13 06:39:07"
"Assessment Net Promoter Score","asmt_nps_result","","false","2020-09-13 06:39:08"
"Assessment NPS Template","asmt_nps_template","Assessment Metric Template","false","2020-09-13 06:39:05"
"Signature","asmt_signature","Application File","false","2020-09-13 06:39:08"
"Assessment Metric Template","asmt_template","Application File","true","2020-09-13 06:39:04"
"Assessment Template Definition","asmt_template_definition","Application File","true","2020-09-13 06:39:04"
"Content Audit","asset_content_audit","","false","2020-09-13 06:38:42"
"Asset Job Log","asset_job_log","","false","2020-09-13 06:38:37"
"Asset Job Log Details","asset_job_log_detail","","false","2020-09-13 06:38:37"
"Asset Properties","asset_property","","false","2020-09-13 06:38:39"
"Contract","ast_contract","","true","2020-09-13 06:48:01"
"Lease Instance","ast_contract_instance","","false","2020-09-13 06:48:04"
"Lease","ast_lease","Contract","false","2020-09-13 06:48:02"
"Adobe Software License","ast_license_adobe","Software License","false","2020-09-13 06:48:03"
"Software License","ast_license_base","","true","2020-09-13 06:48:00"
"Generic Software License","ast_license_generic","Software License","false","2020-09-13 06:48:03"
"Microsoft Software License","ast_license_msft","Software License","false","2020-09-13 06:48:04"
"Software License Instance","ast_license_package_instance","","false","2020-09-13 06:48:04"
"Software License Instance","ast_license_software_instance","","false","2020-09-13 06:48:03"
"Symantec Software License","ast_license_symantec","Software License","false","2020-09-13 06:48:00"
"Service Contract","ast_service","Contract","false","2020-09-13 06:48:02"
"Software License","ast_software_license","","false","2020-09-13 06:48:04"
"Software Usage","ast_usage","","false","2020-09-13 06:48:00"
"Warranty","ast_warranty","Contract","false","2020-09-13 06:48:02"
"Input Variables","atf_input_variable","Test Variable","false","2020-09-13 06:48:28"
"Output Variables","atf_output_variable","Test Variable","false","2020-09-13 06:48:25"
"Attachment Extractor","attachment_extractor","Application File","false","2020-09-13 06:39:48"
"Attachment Scan History","attachment_scan_history","","false","2020-09-13 06:53:45"
"Auth Algorithm","auth_algorithm","Application File","false","2020-09-13 06:45:43"
"Auth Key Verification","auth_key_verification","","true","2020-09-13 06:45:43"
"Command Pipeline","automation_pipeline","Probe","false","2020-09-13 06:45:59"
"Command","automation_pipeline_command","","true","2020-09-13 06:45:51"
"SNMPTable Pipeline Command","automation_pipeline_command_snmptable","Command","false","2020-09-13 06:46:06"
"Pipeline Command: Toolkit","automation_pipeline_command_toolkit","Command","false","2020-09-13 06:45:58"
"Pipeline Command: Unix","automation_pipeline_command_unix","Command","false","2020-09-13 06:45:52"
"Filter","automation_pipeline_filter","","true","2020-09-13 06:45:54"
"Pipeline Filter: Key/Value","automation_pipeline_filter_key_value","Filter","false","2020-09-13 06:46:01"
"Pipeline Filter: Regex","automation_pipeline_filter_regex","Filter","false","2020-09-13 06:45:54"
"Pipeline Filter: Table Column","automation_pipeline_filter_table_column","Filter","false","2020-09-13 06:46:01"
"Parser","automation_pipeline_parser","","true","2020-09-13 06:45:53"
"Pipeline Parser: Key/Value","automation_pipeline_parser_key_value","Parser","false","2020-09-13 06:45:53"
"SNMPTable Parser","automation_pipeline_parser_snmptable","Parser","false","2020-09-13 06:45:56"
"Pipeline Parser: Table","automation_pipeline_parser_table","Parser","false","2020-09-13 06:45:54"
"Transformer","automation_pipeline_transformer","","true","2020-09-13 06:45:52"
"Pipeline Transformer: Javascript","automation_pipeline_transformer_javascript","Transformer","false","2020-09-13 06:45:54"
"Pipeline Transformer: Key Mapper","automation_pipeline_transformer_key_mapper","Transformer","false","2020-09-13 06:45:53"
"Pipeline Transformer: PPID Special Case","automation_pipeline_transformer_ppid_special_case","Transformer","false","2020-09-13 06:45:52"
"Subnet Transformer","automation_pipeline_transformer_subnet","Transformer","false","2020-09-13 06:45:53"
"Automation Status Set","automation_status_set","","false","2020-09-13 06:46:02"
"AWS Credentials","aws_credentials","Credentials","false","2020-09-13 06:45:59"
"Workspace Record Types Selector","aw_record_type_selector","Application File","false","2020-09-13 07:00:41"
"Azure Alert Rule","azure_alert_rule","Application File","false","2020-09-13 06:45:59"
"Azure Service Principal","azure_service_principal","Cloud Management Credential","false","2020-09-13 06:45:56"
"Basic Auth Credentials","basic_auth_credentials","Credentials","false","2020-09-13 06:46:04"
"Basic(SFTP) Retry Conditions","basic_retry_conditions","","false","2020-09-13 06:45:47"
"Blacklisted Password","blacklisted_password","","false","2020-09-13 06:20:36"
"BSM Map Actions","bsm_action","Diagrammer Actions","false","2020-09-13 06:39:39"
"BSM Saved View","bsm_chart","","false","2020-09-13 06:39:56"
"BSM Menu Action","bsm_context_menu","","false","2020-09-13 06:39:56"
"Edge Color","bsm_edge_color","","false","2020-09-13 06:39:58"
"BSM Saved Map","bsm_graph","","false","2020-09-13 06:39:39"
"Map Indicator","bsm_indicator","Application File","false","2014-09-30 14:02:57"
"BSM Map Filter","bsm_map_filter","","false","2020-09-13 06:39:56"
"BSM Map Icon","bsm_map_icon","","false","2020-09-13 06:39:56"
"BSM Related Item","bsm_related_item","Application File","false","2020-09-13 06:39:40"
"Business Application Request","business_app_request","Task","false","2020-09-13 07:03:07"
"Business Calendar","business_calendar","Application File","true","2020-09-13 06:37:34"
"Business Calendar Filter Option","business_calendar_filter_option","Application File","false","2020-09-13 06:37:34"
"Business Calendar Entry","business_calendar_span","","true","2020-09-13 06:37:33"
"Business Calendar Entry Name","business_calendar_span_name","Application File","false","2020-09-13 06:37:34"
"Business Unit","business_unit","","false","2020-09-13 06:38:33"
"Business Unit Strategy","business_unit_strategy","Strategic Objective","false","2020-09-13 06:38:33"
"CAB Agenda Item","cab_agenda_item","Meeting Agenda Item","false","2020-09-13 06:56:09"
"CAB Attendee","cab_attendee","Meeting Attendee","false","2020-09-13 06:56:10"
"CAB Definition","cab_definition","Meeting Definition","false","2020-09-13 06:56:11"
"CAB Meeting","cab_meeting","Meeting","false","2020-09-13 06:56:10"
"CAB Meeting Runtime State","cab_runtime_state","Meeting Runtime State","false","2020-09-13 06:56:11"
"Calendars for Package","calendars_for_package","","false","2020-09-13 06:37:34"
"Calendar Indices","calendar_indices","","false","2020-09-13 06:37:33"
"Service Category","catalog_category_request","Application File","false","2013-11-09 07:30:37"
"Catalog Category Request User","catalog_category_request_user","","false","2020-09-13 06:43:37"
"Catalog Data Lookup Definitions","catalog_dl_definition","Data Lookup Definitions","false","2020-09-13 06:47:42"
"Catalog Matcher Variable Definitions","catalog_dl_definition_rel_mat","Matcher Field Definitions","false","2020-09-13 06:47:43"
"Catalog Setter Variable Definitions","catalog_dl_definition_rel_set","Setter Field Definitions","false","2020-09-13 06:47:42"
"Catalog Client Scripts","catalog_script_client","Client Script","false","2020-09-13 06:41:12"
"Catalog UI Policy","catalog_ui_policy","UI Policy","false","2020-09-13 06:41:01"
"Catalog UI Policy Action","catalog_ui_policy_action","UI Policy Action","false","2020-09-13 06:41:01"
"Certification Attribute Condition","cert_attr_cond","Certification Condition","false","2020-09-13 06:36:56"
"Audit","cert_audit","Scheduled Script Execution","false","2013-02-12 12:07:59"
"Audit Result","cert_audit_result","","false","2013-02-12 12:11:32"
"Certification CI Relationship Condition","cert_ci_rel_cond","Certification Condition","false","2013-02-19 10:53:57"
"Certification Condition","cert_cond","","true","2013-02-19 10:34:59"
"Certification Filter","cert_filter","","false","2020-09-13 06:36:55"
"Follow On Task","cert_follow_on_task","Task","false","2020-09-13 06:36:56"
"Certification Group Relationship Condition","cert_group_rel_cond","Certification Condition","false","2013-02-19 10:55:59"
"Certification Related List Condition","cert_related_list_cond","Certification Condition","false","2020-09-13 06:36:55"
"Certification Template","cert_template","","false","2013-02-12 12:10:46"
"Certification User Relationship Condition","cert_user_rel_cond","Certification Condition","false","2013-02-19 10:58:48"
"Change Phase","change_phase","Task","false","2020-09-13 06:37:27"
"Change Request","change_request","Task","true","2020-09-13 07:06:59"
"IMAC","change_request_imac","Change Request","false","2020-09-13 06:37:28"
"Change Risk Details","change_risk_details","","false","2020-09-13 06:37:28"
"Change Task","change_task","Task","false","2020-09-13 06:37:27"
"Chat Queue","chat_queue","","false","2020-09-13 06:18:35"
"Chat Queue Entry","chat_queue_entry","Task","false","2020-09-13 06:18:35"
"Checklist","checklist","","false","2020-09-13 06:18:28"
"Checklist Item","checklist_item","","false","2020-09-13 06:18:28"
"Checklist Template","checklist_template","","false","2020-09-13 06:18:28"
"Checkpoint Attribute Description","checkpoint_attribute_description","","false","2020-09-13 06:58:35"
"Change Approval Definition","chg_approval_def","Change Policy Action","false","2020-09-13 06:58:07"
"Change Management Worker","chg_mgt_worker","","false","2020-09-13 06:37:28"
"Change Policy","chg_policy","Decision Table","true","2020-09-13 06:58:07"
"Change Policy Action","chg_policy_action","","true","2020-09-13 06:58:07"
"Applied Change Policy","chg_policy_applied","","false","2020-09-13 06:58:07"
"Change Approval Policy","chg_policy_approval","Change Policy","false","2020-09-13 06:58:09"
"Change Schedule Definition","chg_soc_definition","Change Schedule Definition Core","false","2020-09-13 06:58:02"
"Related Definition","chg_soc_definition_child","Change Schedule Definition Core","false","2020-09-13 06:58:02"
"Change Schedule Definition Core","chg_soc_definition_core","Application File","true","2020-09-13 06:58:02"
"Style Rule","chg_soc_definition_style_rule","Style Rule Core","false","2020-09-13 06:58:02"
"Style Rule","chg_soc_def_child_style_rule","Style Rule Core","false","2020-09-13 06:58:02"
"Style Rule","chg_soc_style_rule","Style Rule Core","false","2020-09-13 06:58:02"
"Style Rule Core","chg_soc_style_rule_core","Application File","true","2020-09-13 06:58:01"
"CIM Credentials","cim_credentials","Credentials","false","2020-09-13 06:45:56"
"CI Identifier","ci_identifier","Application File","false","2020-09-13 06:45:41"
"Condition Checks","clm_condition_check","Application File","false","2020-09-13 06:48:02"
"Condition","clm_condition_checker","Application File","false","2020-09-13 06:48:03"
"Contract History","clm_contract_history","","false","2020-09-13 06:48:00"
"Terms and Conditions","clm_m2m_contract_and_terms","","false","2020-09-13 06:48:04"
"Asset Covered","clm_m2m_contract_asset","","false","2020-09-13 06:48:03"
"Users Covered","clm_m2m_contract_user","","false","2020-09-13 06:48:01"
"Asset Covered","clm_m2m_rate_card_asset","","false","2020-09-13 06:48:03"
"Terms and Conditions","clm_terms_and_conditions","","false","2020-09-13 06:48:01"
"Database Clone","clone","","true","2020-09-13 06:19:18"
"Clone Cleanup Script","clone_cleanup_script","Application File","false","2020-09-13 06:19:19"
"Clone Exclude Table","clone_data_exclude","Application File","false","2020-09-13 06:19:20"
"Clone Data Preserver","clone_data_preserver","Application File","false","2020-09-13 06:19:19"
"System Clone","clone_instance","Database Clone","false","2020-09-13 06:19:19"
"Clone Log","clone_log","Log Entry","false","2020-09-13 06:19:20"
"Clone Log","clone_log0000","Log Entry","false","2020-09-13 06:44:14"
"Clone Log","clone_log0001","Log Entry","false","2020-09-13 06:44:15"
"Clone Log","clone_log0002","Log Entry","false","2020-09-13 06:44:17"
"Clone Log","clone_log0003","Log Entry","false","2020-09-13 06:44:18"
"Clone Log","clone_log0004","Log Entry","false","2020-09-13 06:44:20"
"Clone Log","clone_log0005","Log Entry","false","2020-09-13 06:44:22"
"Clone Log","clone_log0006","Log Entry","false","2020-09-13 06:44:23"
"Clone Log","clone_log0007","Log Entry","false","2020-09-13 06:44:24"
"Preserved Data","clone_preserved_data","","false","2020-09-13 06:19:20"
"Clone Profile","clone_profile","Application File","false","2020-09-13 06:19:20"
"Clone Profile Cleanup Scripts","clone_profile_cleanup_scripts","Application File","false","2020-09-13 06:19:20"
"Clone Profile Exclusions","clone_profile_exclusions","Application File","false","2020-09-13 06:19:19"
"Clone Profile Preservers","clone_profile_preservers","Application File","false","2020-09-13 06:19:19"
"Database Table Clone","clone_table","","false","2020-09-13 06:19:19"
"Clone Security Token","clone_token","","false","2020-09-13 06:19:19"
"Cloud Management Credential","cloud_credential","Credentials","true","2020-09-13 06:45:56"
"Cloud Mgmt Region","cloud_mgmt_region","Application File","false","2020-09-13 06:28:38"
"Base Configuration Item","cmdb","","true","2020-09-13 06:20:55"
"cmdb$par1","cmdb$par1","","false","2020-09-13 06:20:55"
"CI Alias","cmdb_alias","","false","2020-09-13 06:21:24"
"Application Model Lifecycle","cmdb_application_model_lifecycle","Model Lifecycle","false","2020-09-13 06:20:40"
"Application Model","cmdb_application_product_model","Product Model","false","2020-09-13 06:20:40"
"CMDB Baseline","cmdb_baseline","","false","2020-09-13 06:26:51"
"CMDB Baseline Entry","cmdb_baseline_entry","","false","2020-09-13 06:21:37"
"Business Rule Exclusion List","cmdb_business_rule_exclusions","Application File","false","2020-09-13 06:20:57"
"CMDB Categories","cmdb_categories","Application File","false","2020-09-13 06:27:23"
"Configuration Item","cmdb_ci","Base Configuration Item","true","2020-09-13 06:20:55"
"Accessory","cmdb_ci_acc","Configuration Item","false","2020-09-13 06:25:28"
"Active Directory Domain Controller","cmdb_ci_ad_controller","Directory Server","false","2020-09-13 06:28:42"
"AD Domain","cmdb_ci_ad_domain","Infrastructure Service","false","2020-09-13 06:26:17"
"Agility Process","cmdb_ci_agility_process","Application","false","2020-09-13 06:23:26"
"AIX Server","cmdb_ci_aix_server","UNIX Server","false","2020-09-13 06:23:28"
"Alias","cmdb_ci_alias","Configuration Item","true","2020-09-13 06:22:08"
"Apache Web Server","cmdb_ci_apache_web_server","Web Server","false","2020-09-13 06:26:53"
"Apic Host","cmdb_ci_apic_host","Virtual Machine Object","false","2020-09-13 06:27:34"
"Apic Tenant","cmdb_ci_apic_tenant","Virtual Machine Object","false","2020-09-13 06:24:36"
"Application","cmdb_ci_appl","Configuration Item","true","2020-09-13 06:20:58"
"Application Cluster","cmdb_ci_application_cluster","Configuration Item","false","2020-09-13 06:22:50"
"Application Software","cmdb_ci_application_software","Software","false","2020-09-13 06:28:24"
"Active Directory Service","cmdb_ci_appl_active_directory","Application","false","2020-09-13 06:24:03"
"BizTalk","cmdb_ci_appl_biztalk","Application","false","2020-09-13 06:21:50"
"BizTalk Orchestration","cmdb_ci_appl_biztalk_orch","Application","false","2020-09-13 06:26:59"
"CA Enterprise Communicator","cmdb_ci_appl_ca","Application","false","2020-09-13 06:26:24"
"CA eTrust Directory Server","cmdb_ci_appl_ca_dir_server","Infrastructure Service","false","2020-09-13 06:22:59"
"CA Introscope Enterprise Manager","cmdb_ci_appl_ca_ent_man","Application","false","2020-09-13 06:28:36"
"CA Identity Manager Provisioning Server","cmdb_ci_appl_ca_id_man","Application","false","2020-09-13 06:21:11"
"Cisco CallManager","cmdb_ci_appl_cisco_call_man","Application","false","2020-09-13 06:25:18"
"Cisco Fibre InterConnect","cmdb_ci_appl_cisco_fibre","Application","false","2020-09-13 06:25:59"
"Citrix Application Icon","cmdb_ci_appl_citrix_app","Application","false","2020-09-13 06:28:42"
"Citrix Collector","cmdb_ci_appl_citrix_collector","Application","false","2020-09-13 06:26:15"
"Citrix XenAPP or Presentation Server","cmdb_ci_appl_citrix_xenapp","Application","false","2020-09-13 06:22:16"
"Connect-It Service","cmdb_ci_appl_connectit","Application","false","2020-09-13 06:24:18"
"Control-M","cmdb_ci_appl_controlm","Application","false","2020-09-13 06:25:24"
"Delivery Controler","cmdb_ci_appl_delivery_controler","Application","false","2020-09-13 06:25:05"
"Documentum Brava Job Processor","cmdb_ci_appl_doc_brava_proc","Application","false","2020-09-13 06:22:47"
"Documentum Brava License Server","cmdb_ci_appl_doc_brava_server","Application","false","2020-09-13 06:26:34"
"Documentum DocBase","cmdb_ci_appl_doc_docbase","Application","false","2020-09-13 06:28:32"
"Documentum Broker","cmdb_ci_appl_doc_docbroker","Application","false","2020-09-13 06:27:47"
".NET Application","cmdb_ci_appl_dot_net","Application","false","2020-09-13 06:25:26"
"Fast Search","cmdb_ci_appl_fastsearch","Application","false","2020-09-13 06:21:06"
"Generic Application","cmdb_ci_appl_generic","Application","false","2020-09-13 06:23:10"
"GlassFish","cmdb_ci_appl_glassfish","Application Server","false","2020-09-13 06:27:57"
"GlassFish WAR","cmdb_ci_appl_glassfish_war","Application Server","false","2020-09-13 06:26:57"
"Groundwork","cmdb_ci_appl_groundwork","Application","false","2020-09-13 06:25:31"
"HP SM Index Server","cmdb_ci_appl_hp_index","Application","false","2020-09-13 06:24:23"
"HP Operations Manager","cmdb_ci_appl_hp_operations","Application","false","2020-09-13 06:26:55"
"HP Quality Center","cmdb_ci_appl_hp_qc","Application","false","2020-09-13 06:24:14"
"HP Service Manager","cmdb_ci_appl_hp_service","Application","false","2020-09-13 06:22:03"
"HP SM KnowledgeBase","cmdb_ci_appl_hp_sm_kb","Application","false","2020-09-13 06:28:17"
"IBM CICS","cmdb_ci_appl_ibm_cics","Application","false","2020-09-13 06:24:33"
"IBM CTG","cmdb_ci_appl_ibm_ctg","Application","false","2020-09-13 06:28:03"
"IBM WebSphere Message Broker","cmdb_ci_appl_ibm_wmb","Application","false","2020-09-13 06:24:47"
"IBM WMB Http Listener","cmdb_ci_appl_ibm_wmb_listener","Application","false","2020-09-13 06:28:16"
"IBM WebSphere MQ","cmdb_ci_appl_ibm_wmq","Application","false","2020-09-13 06:23:02"
"IBM WebSphere MQ Queue","cmdb_ci_appl_ibm_wmq_queue","Application","false","2020-09-13 06:25:56"
"ITAM Asset Center","cmdb_ci_appl_itam","Application","false","2020-09-13 06:26:03"
"Citrix License server","cmdb_ci_appl_license_server","Application","false","2020-09-13 06:23:07"
"Mongos Server","cmdb_ci_appl_mongos","Application","false","2020-09-13 06:25:41"
"Mongo Config Server","cmdb_ci_appl_mongo_config_serv","Application","false","2020-09-13 06:21:51"
"MSMQ","cmdb_ci_appl_msmq","Application","false","2020-09-13 06:23:38"
"Dynamic CRM Component","cmdb_ci_appl_ms_dynamic_crm","Application","false","2020-09-13 06:25:34"
"ServiceNow Application","cmdb_ci_appl_now_app","Application","true","2020-09-13 06:25:47"
"ServiceNow Application Component","cmdb_ci_appl_now_app_comp","ServiceNow Application","false","2020-09-13 06:26:23"
"Oracle Concurrent Server","cmdb_ci_appl_ora_conc","Application","false","2020-09-13 06:23:48"
"Oracle Discoverer Engine","cmdb_ci_appl_ora_disc","Application","false","2020-09-13 06:24:22"
"Oracle Discoverer UI","cmdb_ci_appl_ora_disc_ui","Application","false","2020-09-13 06:26:53"
"Oracle ESB","cmdb_ci_appl_ora_ebs","Application","false","2020-09-13 06:23:22"
"Oracle Forms Engine","cmdb_ci_appl_ora_forms","Application","false","2020-09-13 06:28:09"
"Oracle Forms UI","cmdb_ci_appl_ora_forms_ui","Application","false","2020-09-13 06:22:18"
"Oracle Fulfillment Server","cmdb_ci_appl_ora_fs","Application","false","2020-09-13 06:24:33"
"Oracle HTTP Server","cmdb_ci_appl_ora_http","Application","false","2020-09-13 06:26:22"
"Weblogic JMS Queue","cmdb_ci_appl_ora_jms_queue","Application","false","2020-09-13 06:22:09"
"Oracle Metric Client","cmdb_ci_appl_ora_metric_client","Application","false","2020-09-13 06:23:49"
"Oracle Metric Server","cmdb_ci_appl_ora_metric_svr","Application","false","2020-09-13 06:27:50"
"Oracle Notification Server","cmdb_ci_appl_ora_notif_svr","Application","false","2020-09-13 06:28:03"
"Oracle OACORE Server","cmdb_ci_appl_ora_oacore","Application","false","2020-09-13 06:27:38"
"Oracle OAFM Server","cmdb_ci_appl_ora_oafm","Application","false","2020-09-13 06:21:36"
"Oracle Process Manager","cmdb_ci_appl_ora_pm","Application","false","2020-09-13 06:24:58"
"Advanced Queue Queue","cmdb_ci_appl_ora_queue","Application","false","2020-09-13 06:27:04"
"Oracle Report Server","cmdb_ci_appl_ora_report","Application","false","2020-09-13 06:22:43"
"Oracle App TNS Service","cmdb_ci_appl_ora_tns","Application","false","2020-09-13 06:24:41"
"Oracle TNS Listener Engine","cmdb_ci_appl_ora_tnslsnr","Application","false","2020-09-13 06:28:12"
"Peoplesoft Application Server","cmdb_ci_appl_peoplesoft","Application","false","2020-09-13 06:23:35"
"RabbitMQ","cmdb_ci_appl_rabbitmq","Application","false","2020-09-13 06:25:57"
"RabbitMQ Cluster","cmdb_ci_appl_rabbitmq_cluster","Application","false","2020-09-13 06:28:34"
"RabbitMQ Queue","cmdb_ci_appl_rabbitmq_queue","Application","false","2020-09-13 06:25:10"
"SAP Application","cmdb_ci_appl_sap","Application","true","2020-09-13 06:21:14"
"SAP ASCS Application","cmdb_ci_appl_sap_ascs","SAP Application","false","2020-09-13 06:21:32"
"SAP Business Objects CMS server","cmdb_ci_appl_sap_bo","Application","false","2020-09-13 06:26:07"
"SAP BO BOXIScheduleRouter","cmdb_ci_appl_sap_bo_scheduler","Application","false","2020-09-13 06:23:26"
"SAP Business Objects","cmdb_ci_appl_sap_bus_obj","Application","false","2020-09-13 06:21:15"
"SAP CI Application","cmdb_ci_appl_sap_ci","SAP Application","false","2020-09-13 06:25:23"
"SAP DI Application","cmdb_ci_appl_sap_di","SAP Application","false","2020-09-13 06:28:02"
"SAP ERS Application","cmdb_ci_appl_sap_ers","SAP Application","false","2020-09-13 06:22:19"
"SAP Hana Db","cmdb_ci_appl_sap_hana_db","Application","false","2020-09-13 06:26:47"
"SAP JC Application","cmdb_ci_appl_sap_jc","SAP Application","false","2020-09-13 06:21:16"
"SAP SCS Application","cmdb_ci_appl_sap_scs","SAP Application","false","2020-09-13 06:21:18"
"SAP Application Server","cmdb_ci_appl_sap_server","Application","false","2020-09-13 06:21:55"
"SAP System","cmdb_ci_appl_sap_system","Application","false","2020-09-13 06:21:57"
"Sendmail","cmdb_ci_appl_sendmail","Application","false","2020-09-13 06:23:19"
"SharePoint","cmdb_ci_appl_sharepoint","Application","false","2020-09-13 06:22:20"
"SharePoint Service","cmdb_ci_appl_sp_service","Application","false","2020-09-13 06:24:52"
"Tibco Adapter","cmdb_ci_appl_tibco_adapter","Application","false","2020-09-13 06:27:50"
"Tibco Hawk","cmdb_ci_appl_tibco_hawk","Application","false","2020-09-13 06:25:12"
"ActiveMatrix Business Works","cmdb_ci_appl_tibco_matrix","Application","false","2020-09-13 06:28:30"
"ActiveMatrix Business Works Process","cmdb_ci_appl_tibco_matrix_proc","Application","false","2020-09-13 06:28:20"
"Tibco Enterprise Message Service","cmdb_ci_appl_tibco_message","Application","false","2020-09-13 06:23:14"
"EMS Queue","cmdb_ci_appl_tibco_queue","Application","false","2020-09-13 06:27:42"
